Week,Sample,Hawea:Start Storage [GWh],Hawea:End Storage [GWh],Hawea:Water Values [$/MWh],Hawea:Res Spill [GWh],Hawea:Res Inflow [GWh],Hawea:Res Release [GWh],Tekapo:Start Storage [GWh],Tekapo:End Storage [GWh],Tekapo:Water Values [$/MWh],Tekapo:Res Spill [GWh],Tekapo:Res Inflow [GWh],Tekapo:Res Release [GWh],Pukaki:Start Storage [GWh],Pukaki:End Storage [GWh],Pukaki:Water Values [$/MWh],Pukaki:Res Spill [GWh],Pukaki:Res Inflow [GWh],Pukaki:Res Release [GWh],Taupo:Start Storage [GWh],Taupo:End Storage [GWh],Taupo:Water Values [$/MWh],Taupo:Res Spill [GWh],Taupo:Res Inflow [GWh],Taupo:Res Release [GWh],WEEKStartDate,Total_Other_Storage,Season,Seasonal_Max_Other_Storage,Total_Other_Storage_Perc,Other_Storage_Level
61,61,224.841,199.062,165.196,0.0,4.491,30.27,210.189,211.564,165.69,0.0,26.151,24.777,1257.799,1146.147,165.765,0.0,32.664,144.316,74.719,92.793,246.811,0.0,45.342,27.269,2021-08-23,1438.0,Unknown,2610.26,0.55,Medium
62,61,199.062,189.252,172.718,0.0,4.193,14.004,211.564,207.268,161.464,0.0,22.959,27.254,1146.147,1053.609,170.454,0.0,37.022,129.559,92.793,66.923,172.828,0.0,35.735,61.604,2021-08-30,1309.78,Unknown,2610.26,0.5,Medium
63,61,189.252,193.11,175.156,0.0,8.126,4.268,207.268,156.992,154.731,0.0,29.147,79.424,1053.609,1023.017,177.725,0.0,74.5,105.092,66.923,59.436,186.162,0.0,61.904,69.391,2021-09-06,1275.56,Unknown,2610.26,0.49,Medium
64,61,193.11,193.74,142.943,0.0,5.546,4.915,156.992,115.833,158.728,0.0,30.323,71.482,1023.017,978.143,154.17,0.0,62.795,107.669,59.436,25.254,164.817,0.0,44.237,78.419,2021-09-13,1197.14,Unknown,2610.26,0.46,Medium
65,61,193.74,169.15,171.418,0.0,2.917,27.507,115.833,74.964,195.286,0.0,23.465,64.334,978.143,921.477,185.146,0.0,60.906,117.572,25.254,17.092,235.565,0.0,37.131,45.293,2021-09-20,1107.72,Unknown,2610.26,0.42,Medium
66,61,169.15,143.267,186.211,0.0,4.387,30.27,74.964,82.475,234.069,0.0,31.147,23.637,921.477,812.975,189.925,0.0,40.722,149.224,17.092,37.413,273.708,0.0,36.632,16.311,2021-09-27,993.66,Unknown,2610.26,0.38,Low
67,61,143.267,148.428,205.201,0.0,17.775,12.614,82.475,91.27,215.459,0.0,31.945,23.15,812.975,720.978,199.187,0.0,46.318,138.314,37.413,29.67,243.023,0.0,34.408,42.151,2021-10-04,899.08,Unknown,2610.26,0.34,Low
68,61,148.428,173.022,197.915,0.0,25.441,0.848,91.27,173.862,202.56,0.0,105.742,23.15,720.978,847.016,206.122,0.0,126.038,0.0,29.67,50.835,237.996,0.0,47.28,26.115,2021-10-11,1070.87,Unknown,2610.26,0.41,Medium
69,61,173.022,180.343,119.442,0.0,8.902,1.582,173.862,201.327,139.237,0.0,50.615,23.15,847.016,862.568,144.782,0.0,60.787,45.234,50.835,26.624,157.684,0.0,32.171,56.381,2021-10-18,1069.53,Unknown,2610.26,0.41,Medium
70,61,180.343,192.251,197.57,0.0,12.756,0.848,201.327,201.933,161.945,0.0,66.277,65.671,862.568,953.056,202.282,0.0,90.488,0.0,26.624,24.75,212.803,0.0,56.491,58.366,2021-10-25,1170.06,Unknown,2610.26,0.45,Medium
71,61,192.251,179.482,138.627,0.0,9.452,22.221,201.933,169.835,146.07,0.0,46.897,78.994,953.056,978.039,152.537,0.0,88.874,63.892,24.75,9.917,205.063,0.0,48.975,63.807,2021-11-01,1167.44,Unknown,2610.26,0.45,Medium
72,61,179.482,186.525,199.898,0.0,7.891,0.848,169.835,131.756,176.972,0.0,41.111,79.19,978.039,934.894,187.949,0.0,86.802,129.947,9.917,33.861,289.981,0.0,48.954,25.011,2021-11-08,1155.28,Unknown,2610.26,0.44,Medium
73,61,186.525,186.905,207.178,0.0,5.667,5.287,131.756,88.951,201.259,0.0,36.44,79.244,934.894,884.019,203.741,0.0,79.227,130.102,33.861,31.86,251.125,0.0,47.582,49.584,2021-11-15,1102.78,Unknown,2610.26,0.42,Medium
74,61,186.905,172.105,208.866,0.0,5.326,20.125,88.951,92.493,229.368,0.0,34.508,30.967,884.019,792.375,210.583,0.0,53.296,144.94,31.86,72.63,261.526,0.0,88.745,47.975,2021-11-22,1037.11,Unknown,2610.26,0.4,Medium
75,61,172.105,164.904,231.178,0.0,6.812,14.014,92.493,99.505,230.27,0.0,41.076,34.063,792.375,695.389,225.14,0.0,62.119,159.106,72.63,98.588,264.974,0.0,69.439,43.481,2021-11-29,958.88,Unknown,2610.26,0.37,Low
76,61,164.904,170.98,243.848,0.0,7.926,1.851,99.505,109.978,229.434,0.0,47.942,37.47,695.389,659.441,242.406,0.0,67.181,103.129,98.588,98.502,264.099,0.0,48.299,48.385,2021-12-06,928.92,Unknown,2610.26,0.36,Low
77,61,170.98,174.133,234.778,0.0,7.298,4.145,109.978,75.078,223.992,0.0,44.453,79.353,659.441,641.962,244.232,0.0,96.214,113.693,98.502,88.371,263.071,0.0,48.417,58.547,2021-12-13,904.47,Unknown,2610.26,0.35,Low
78,61,174.133,182.313,238.004,0.0,9.028,0.848,75.078,103.406,255.646,0.0,53.633,25.305,641.962,632.083,253.169,0.0,70.419,80.298,88.371,92.722,273.215,0.0,42.412,38.061,2021-12-20,907.12,Unknown,2610.26,0.35,Low
79,61,182.313,193.807,236.209,0.0,12.342,0.848,103.406,139.224,243.472,0.0,61.123,25.305,632.083,707.087,265.777,0.0,75.004,0.0,92.722,125.971,279.787,0.0,43.306,10.057,2021-12-27,1026.86,Summer,2610.26,0.39,Low
80,61,193.807,194.496,213.561,0.0,14.265,13.576,139.224,168.947,214.806,0.0,91.818,62.095,707.087,838.455,251.546,0.0,131.368,0.0,125.971,138.304,264.752,0.0,40.277,27.944,2022-01-03,1171.26,Summer,2610.26,0.45,Medium
81,61,194.496,264.451,221.371,0.0,70.803,0.848,168.947,430.141,207.594,0.0,284.97,23.776,838.455,1269.208,244.221,0.0,430.753,0.0,138.304,183.921,272.522,0.0,55.674,10.057,2022-01-10,1717.58,Summer,2610.26,0.66,High
82,61,264.451,282.461,89.256,0.0,18.857,0.848,430.141,488.035,113.523,0.0,124.813,66.919,1269.208,1409.185,153.753,0.0,172.585,32.608,183.921,209.223,243.408,0.0,41.3,15.997,2022-01-17,1900.87,Summer,2610.26,0.73,High
83,61,282.461,291.64,69.72,30.887,40.914,0.848,488.035,687.047,98.562,0.0,222.787,23.776,1409.185,1716.209,133.776,0.0,307.024,0.0,209.223,216.132,236.237,0.0,29.784,22.875,2022-01-24,2223.98,Summer,2610.26,0.85,Very High
84,61,291.64,291.64,48.682,11.285,12.133,0.848,687.047,718.022,0.0,0.0,111.414,80.439,1716.209,1745.0,29.874,56.078,161.905,77.036,216.132,211.054,229.071,0.0,20.358,25.437,2022-01-31,2247.69,Summer,2610.26,0.86,Very High
85,61,291.64,291.64,74.514,5.668,6.516,0.848,718.022,704.914,0.0,0.0,67.902,81.01,1745.0,1735.273,37.589,0.0,119.89,129.617,211.054,208.405,230.455,0.0,27.124,29.772,2022-02-07,2235.32,Summer,2610.26,0.86,Very High
86,61,291.64,291.64,169.426,4.434,5.282,0.848,704.914,682.43,0.0,0.0,59.067,81.551,1735.273,1722.819,138.278,0.0,126.061,138.514,208.405,194.824,252.458,0.0,25.544,39.126,2022-02-14,2209.28,Summer,2610.26,0.85,Very High
87,61,291.64,291.64,155.759,7.743,8.59,0.848,682.43,659.694,0.0,0.0,59.001,81.737,1722.819,1726.635,138.595,0.0,129.701,125.886,194.824,214.953,247.166,0.0,46.904,26.774,2022-02-21,2233.23,Summer,2610.26,0.86,Very High
88,61,291.64,291.64,107.961,3.725,4.573,0.848,659.694,630.958,57.921,0.0,53.282,82.018,1726.635,1673.043,97.558,0.0,106.344,159.935,214.953,222.869,214.598,0.0,41.23,33.314,2022-02-28,2187.55,Summer,2610.26,0.84,Very High
89,61,291.64,270.67,155.615,0.0,5.932,26.902,630.958,607.527,80.242,0.0,58.429,81.86,1673.043,1629.005,161.254,0.0,107.758,151.796,222.869,192.579,227.003,0.0,13.097,43.387,2022-03-07,2092.25,Summer,2610.26,0.8,Very High
90,61,270.67,245.776,183.404,0.0,4.539,29.433,607.527,569.456,87.137,0.0,44.363,82.434,1629.005,1578.021,183.06,0.0,90.0,140.984,192.579,148.26,228.061,0.0,12.098,56.417,2022-03-14,1972.06,Summer,2610.26,0.76,High
91,61,245.776,260.228,201.535,0.0,15.299,0.848,569.456,651.105,96.337,0.0,157.109,75.46,1578.021,1745.0,199.781,19.82,186.799,0.0,148.26,126.603,245.576,0.0,25.728,47.384,2022-03-21,2131.83,Summer,2610.26,0.82,Very High
92,61,260.228,263.871,166.516,0.0,4.491,0.848,651.105,630.005,70.592,0.0,61.56,82.661,1745.0,1683.519,102.07,0.0,95.587,157.068,126.603,100.761,217.297,0.0,19.767,45.609,2022-03-28,2048.15,Autum,2610.26,0.78,High
93,61,263.871,257.282,181.257,0.0,4.454,11.043,630.005,595.784,82.597,0.0,48.355,82.575,1683.519,1596.366,166.615,0.0,88.435,175.589,100.761,81.35,230.517,0.0,32.964,52.376,2022-04-04,1935.0,Autum,2610.26,0.74,High
94,61,257.282,229.676,184.316,0.0,2.665,30.27,595.784,558.387,88.569,0.0,44.794,82.191,1596.366,1505.293,181.388,0.0,82.54,173.613,81.35,44.016,241.098,0.0,24.724,62.057,2022-04-11,1778.98,Autum,2610.26,0.68,High
95,61,229.676,215.0,198.08,0.0,7.255,21.931,558.387,532.187,99.058,0.0,56.304,82.504,1505.293,1479.676,199.339,0.0,103.337,128.955,44.016,97.46,281.119,0.0,63.501,10.057,2022-04-18,1792.14,Autum,2610.26,0.69,High
96,61,215.0,223.006,195.0,0.0,8.853,0.848,532.187,511.644,99.063,0.0,62.272,82.815,1479.676,1500.29,187.484,0.0,104.73,84.116,97.46,103.108,224.009,0.0,28.603,22.955,2022-04-25,1826.4,Autum,2610.26,0.7,High
97,61,223.006,223.988,183.924,0.0,4.875,3.893,511.644,467.396,104.425,0.0,38.395,82.642,1500.29,1430.532,174.518,0.0,74.547,144.305,103.108,40.09,200.256,0.0,16.297,79.315,2022-05-02,1694.61,Autum,2610.26,0.65,High
98,61,223.988,213.545,193.092,0.0,4.156,14.598,467.396,428.224,123.338,0.0,43.308,82.481,1430.532,1360.664,197.398,0.0,84.696,154.565,40.09,65.264,316.63,0.0,36.043,10.869,2022-05-09,1639.47,Autum,2610.26,0.63,High
99,61,213.545,195.152,186.91,0.0,3.141,21.533,428.224,380.027,125.117,0.0,34.292,82.489,1360.664,1289.599,188.975,0.0,70.789,141.854,65.264,24.965,197.402,0.0,25.713,66.012,2022-05-16,1509.72,Autum,2610.26,0.58,Medium
100,61,195.152,204.396,199.275,0.0,10.091,0.848,380.027,340.016,143.204,0.0,40.479,80.49,1289.599,1299.284,199.026,0.0,75.691,66.006,24.965,55.547,241.863,0.0,63.819,33.237,2022-05-23,1559.23,Autum,2610.26,0.6,High
101,61,204.396,217.289,184.133,0.0,13.74,0.848,340.016,326.681,147.247,0.0,49.776,63.111,1299.284,1373.844,186.003,0.0,92.231,17.67,55.547,102.461,201.534,0.0,81.673,34.76,2022-05-30,1693.59,Autum,2610.26,0.65,High
102,61,217.289,222.743,166.428,0.0,6.302,0.848,326.681,290.92,143.45,0.0,33.176,68.936,1373.844,1402.685,166.543,0.0,72.293,43.453,102.461,63.47,175.08,0.0,33.649,72.64,2022-06-06,1688.9,Autum,2610.26,0.65,High
103,61,222.743,220.931,171.908,0.0,6.058,7.87,290.92,252.585,159.125,0.0,30.496,68.832,1402.685,1417.181,171.311,0.0,68.026,53.529,63.47,128.852,206.658,0.0,101.286,35.904,2022-06-13,1766.96,Autum,2610.26,0.68,High
104,61,220.931,219.674,165.764,0.0,4.996,6.253,252.585,224.686,161.761,0.0,41.534,69.433,1417.181,1423.151,159.538,0.0,69.114,63.144,128.852,140.904,175.113,0.0,67.343,55.291,2022-06-20,1783.73,Autum,2610.26,0.68,High
105,61,219.674,234.14,172.397,0.0,15.314,0.848,224.686,260.743,178.779,0.0,59.972,23.915,1423.151,1455.542,161.96,0.0,60.384,27.993,140.904,196.774,184.547,0.0,104.876,49.006,2022-06-27,1886.46,Winter,2610.26,0.72,High
106,61,234.14,241.035,162.113,0.0,7.742,0.848,260.743,280.759,159.1,0.0,42.958,22.941,1455.542,1452.338,149.175,0.0,43.11,46.315,196.774,196.531,152.937,0.0,73.328,73.571,2022-07-04,1889.9,Winter,2610.26,0.72,High
107,61,241.035,249.676,164.221,0.0,9.489,0.848,280.759,294.441,155.458,0.0,36.623,22.941,1452.338,1462.233,154.086,0.0,42.723,32.828,196.531,192.26,170.695,0.0,67.876,72.146,2022-07-11,1904.17,Winter,2610.26,0.73,High
108,61,249.676,254.201,157.584,0.0,8.072,3.547,294.441,307.032,146.412,0.0,42.331,29.74,1462.233,1452.555,149.434,0.0,41.638,51.316,192.26,213.046,170.675,0.0,86.378,65.592,2022-07-18,1919.8,Winter,2610.26,0.74,High
109,61,254.201,252.771,125.465,0.0,6.986,8.416,307.032,324.615,128.333,0.0,50.298,32.714,1452.555,1458.922,131.834,0.0,52.33,45.964,213.046,264.345,140.062,0.0,122.36,71.061,2022-07-25,1976.04,Winter,2610.26,0.76,High
110,61,252.771,239.623,115.229,0.0,6.986,20.135,324.615,302.749,112.747,0.0,45.993,67.86,1458.922,1472.543,122.972,0.0,69.815,56.193,264.345,323.406,126.298,0.0,141.544,82.484,2022-08-01,2035.57,Winter,2610.26,0.78,High
111,61,239.623,237.104,117.368,0.0,8.264,10.782,302.749,288.489,114.767,0.0,46.814,61.074,1472.543,1480.132,113.845,0.0,70.902,63.314,323.406,381.812,111.022,0.0,145.32,86.913,2022-08-08,2099.05,Winter,2610.26,0.8,Very High
112,61,237.104,250.311,119.984,0.0,14.054,0.848,288.489,313.657,117.364,0.0,47.693,22.524,1480.132,1497.721,110.415,0.0,50.639,33.05,381.812,401.524,104.888,0.0,102.799,83.087,2022-08-15,2149.56,Winter,2610.26,0.82,Very High
113,61,250.311,251.426,102.602,0.0,7.116,6.0,313.657,328.709,108.219,0.0,39.828,24.777,1497.721,1454.289,101.884,0.0,36.661,80.093,401.524,384.651,102.852,0.0,76.92,93.793,2022-08-22,2090.37,Winter,2610.26,0.8,Very High
114,61,251.426,259.739,109.876,0.0,9.161,0.848,328.709,339.649,108.991,0.0,38.194,27.254,1454.289,1421.875,110.782,0.0,40.441,72.855,384.651,375.525,115.573,0.0,76.899,86.025,2022-08-29,2057.14,Winter,2610.26,0.79,High
115,61,259.739,259.26,102.37,0.0,8.441,8.921,339.649,327.179,97.452,0.0,48.047,60.516,1421.875,1432.333,111.027,0.0,69.024,58.565,375.525,358.351,116.662,0.0,68.809,85.983,2022-09-05,2049.94,Winter,2610.26,0.79,High
116,61,259.26,254.74,95.412,0.0,6.996,11.516,327.179,298.002,98.436,0.0,37.39,66.568,1432.333,1445.171,100.811,0.0,69.702,56.865,358.351,342.823,114.501,0.0,66.657,82.185,2022-09-12,2042.73,Winter,2610.26,0.78,High
117,61,254.74,254.064,91.431,0.0,13.433,14.109,298.002,276.987,103.544,0.0,52.21,73.225,1445.171,1450.344,96.141,0.0,79.009,73.836,342.823,324.117,112.645,0.0,74.712,93.419,2022-09-19,2028.52,Winter,2610.26,0.78,High
118,61,254.064,262.065,84.455,0.0,8.849,0.848,276.987,304.061,106.203,0.0,50.71,23.637,1450.344,1436.811,88.111,0.0,50.641,64.174,324.117,425.926,109.942,0.0,155.134,53.324,2022-09-26,2124.8,Winter,2610.26,0.81,Very High
119,61,262.065,237.835,43.958,0.0,6.04,30.27,304.061,315.551,87.155,0.0,34.64,23.15,1436.811,1413.489,62.461,0.0,40.877,64.199,425.926,467.872,48.842,0.0,142.758,100.812,2022-10-03,2119.2,Spring,2610.26,0.81,Very High
120,61,237.835,215.32,87.921,0.0,7.756,30.27,315.551,322.514,95.972,0.0,32.429,25.465,1413.489,1368.199,87.026,0.0,38.544,83.833,467.872,466.242,81.092,0.0,109.866,111.496,2022-10-10,2049.76,Spring,2610.26,0.79,High
121,61,215.32,220.325,102.252,0.0,5.852,0.848,322.514,329.814,94.763,0.0,30.45,23.15,1368.199,1314.054,88.923,0.0,35.129,89.275,466.242,447.737,83.106,0.0,82.302,100.807,2022-10-17,1982.12,Spring,2610.26,0.76,High
122,61,220.325,225.948,143.743,0.0,6.471,0.848,329.814,287.326,108.241,0.0,36.039,78.527,1314.054,1289.922,130.087,0.0,70.758,94.89,447.737,428.51,137.417,0.0,70.528,89.754,2022-10-24,1944.38,Spring,2610.26,0.74,High
123,61,225.948,236.081,145.145,0.0,10.98,0.848,287.326,261.623,124.241,0.0,53.291,78.994,1289.922,1287.167,137.35,0.0,84.203,86.958,428.51,423.715,151.828,0.0,78.99,83.785,2022-10-31,1946.96,Spring,2610.26,0.75,High
124,61,236.081,285.51,90.196,0.0,50.277,0.848,261.623,490.688,118.109,0.0,253.814,24.749,1287.167,1488.291,94.971,0.0,201.124,0.0,423.715,557.489,105.274,0.0,157.749,23.975,2022-11-07,2331.29,Spring,2610.26,0.89,Very High
125,61,285.51,291.64,27.178,18.086,25.063,0.848,490.688,606.231,48.408,0.0,140.292,24.749,1488.291,1611.586,47.207,0.0,123.295,0.0,557.489,573.62,27.526,72.891,117.102,28.081,2022-11-14,2476.85,Spring,2610.26,0.95,Very High
126,61,291.64,291.64,27.9,24.079,24.927,0.848,606.231,696.784,18.044,0.0,120.053,29.5,1611.586,1721.002,32.883,0.0,111.977,2.562,573.62,573.62,32.488,65.356,108.55,43.194,2022-11-21,2586.26,Spring,2610.26,0.99,Very High
127,61,291.64,291.64,7.555,18.331,19.179,0.848,696.784,765.987,0.0,0.0,101.653,32.45,1721.002,1745.0,6.396,31.702,98.941,43.241,573.62,573.62,10.34,27.559,77.677,50.119,2022-11-28,2610.26,Spring,2610.26,1.0,Very High
128,61,291.64,291.64,12.723,17.686,18.534,0.848,765.987,782.535,0.0,23.142,110.149,59.955,1745.0,1745.0,4.235,75.044,121.415,46.371,573.62,573.62,22.295,10.462,65.591,55.129,2022-12-05,2610.26,Spring,2610.26,1.0,Very High
129,61,291.64,291.64,11.333,14.638,15.486,0.848,782.535,782.535,0.0,20.886,96.315,65.95,1745.0,1745.0,3.182,78.22,124.251,46.031,573.62,573.62,9.115,7.275,58.378,51.104,2022-12-12,2610.26,Spring,2610.26,1.0,Very High
130,61,291.64,291.64,6.812,12.81,13.658,0.848,782.535,782.535,0.0,9.51,86.371,72.545,1745.0,1745.0,3.793,51.576,118.102,66.526,573.62,559.731,13.881,0.0,52.399,66.289,2022-12-19,2596.37,Spring,2610.26,0.99,Very High
131,61,291.64,291.64,19.706,4.949,5.797,0.848,782.535,768.012,0.0,0.0,64.803,79.326,1745.0,1745.0,13.489,23.051,104.82,81.769,559.731,573.62,35.45,30.842,64.013,19.282,2022-12-26,2610.26,Spring,2610.26,1.0,Very High
132,61,291.64,291.64,34.319,13.33,14.178,0.848,768.012,777.08,0.0,0.0,88.772,79.704,1745.0,1745.0,26.56,96.598,147.483,50.885,573.62,573.62,47.259,18.467,45.374,26.906,2023-01-02,2610.26,Spring,2610.26,1.0,Very High
133,61,291.64,291.64,56.863,12.18,13.027,0.848,777.08,782.535,0.0,3.903,90.836,79.707,1745.0,1745.0,47.824,88.329,149.725,61.395,573.62,573.62,100.176,14.772,46.479,31.707,2023-01-09,2610.26,Spring,2610.26,1.0,Very High
134,61,291.64,291.64,79.666,8.369,9.217,0.848,782.535,774.886,0.0,0.0,72.314,79.963,1745.0,1745.0,68.351,29.529,132.763,103.234,573.62,563.488,115.694,0.0,38.031,48.163,2023-01-16,2600.13,Spring,2610.26,1.0,Very High
135,61,291.64,291.64,97.153,15.169,16.016,0.848,774.886,782.535,0.0,16.32,111.548,80.173,1745.0,1745.0,78.637,142.022,198.468,56.446,563.488,569.301,130.672,0.0,46.993,41.18,2023-01-23,2605.94,Spring,2610.26,1.0,Very High
136,61,291.64,291.64,42.799,6.692,7.539,0.848,782.535,782.535,0.0,2.304,84.005,80.656,1745.0,1745.0,24.242,23.003,144.626,121.623,569.301,573.62,89.519,11.184,54.311,38.809,2023-01-30,2610.26,Spring,2610.26,1.0,Very High
137,61,291.64,291.64,147.986,8.168,9.015,0.848,782.535,782.535,0.0,4.007,86.836,81.01,1745.0,1745.0,116.539,48.111,153.904,105.792,573.62,573.62,152.459,17.692,58.059,40.367,2023-02-06,2610.26,Spring,2610.26,1.0,Very High
138,61,291.64,287.59,84.243,0.0,5.42,9.47,782.535,755.493,0.0,0.0,54.509,81.551,1745.0,1716.637,73.075,0.0,116.89,145.253,573.62,573.62,99.566,25.957,74.139,48.182,2023-02-13,2577.85,Spring,2610.26,0.99,Very High
139,61,287.59,290.083,151.805,0.0,6.22,3.726,755.493,722.831,0.0,0.0,49.076,81.737,1716.637,1680.025,132.846,0.0,125.109,161.721,573.62,527.055,158.895,0.0,28.076,74.64,2023-02-20,2497.16,Spring,2610.26,0.96,Very High
140,61,290.083,288.904,145.867,0.0,4.642,5.822,722.831,677.67,18.712,0.0,36.856,82.018,1680.025,1617.243,143.373,0.0,109.24,172.021,527.055,512.563,171.991,0.0,56.062,70.554,2023-02-27,2418.71,Spring,2610.26,0.93,Very High
141,61,288.904,260.054,150.13,0.0,1.421,30.27,677.67,632.805,59.721,0.0,36.995,81.86,1617.243,1513.939,158.034,0.0,84.506,187.811,512.563,465.28,179.03,0.0,35.684,82.967,2023-03-06,2239.27,Spring,2610.26,0.86,Very High
142,61,260.054,234.828,177.816,0.0,5.044,30.27,632.805,616.472,73.789,0.0,66.1,82.434,1513.939,1521.308,183.873,0.0,134.486,127.117,465.28,463.778,195.405,0.0,68.491,69.993,2023-03-13,2219.91,Spring,2610.26,0.85,Very High
143,61,234.828,255.749,179.771,0.0,21.769,0.848,616.472,612.44,73.626,0.0,78.712,82.743,1521.308,1647.369,172.141,0.0,128.75,2.689,463.778,442.555,184.506,0.0,49.115,70.338,2023-03-20,2345.67,Spring,2610.26,0.9,Very High
144,61,255.749,282.153,156.099,0.0,27.251,0.848,612.44,727.283,69.169,0.0,137.854,23.011,1647.369,1745.0,123.255,75.75,173.381,0.0,442.555,477.837,169.16,0.0,47.905,12.623,2023-03-27,2504.99,Spring,2610.26,0.96,Very High
145,61,282.153,288.23,110.949,0.0,6.925,0.848,727.283,710.738,50.158,0.0,59.223,75.768,1745.0,1745.0,104.413,26.756,108.862,82.106,477.837,573.62,153.212,23.809,135.838,16.246,2023-04-03,2606.85,Spring,2610.26,1.0,Very High
146,61,288.23,291.64,80.071,14.679,18.937,0.848,710.738,746.194,50.702,0.0,103.647,68.191,1745.0,1745.0,77.093,129.191,144.611,15.42,573.62,573.62,77.877,72.243,118.118,45.875,2023-04-10,2610.26,Spring,2610.26,1.0,Very High
147,61,291.64,291.64,94.018,7.58,8.428,0.848,746.194,737.003,45.598,0.0,67.293,76.484,1745.0,1745.0,94.202,59.461,101.863,42.403,573.62,573.62,99.433,10.425,66.039,55.615,2023-04-17,2610.26,Spring,2610.26,1.0,Very High
148,61,291.64,291.64,87.931,9.166,10.014,0.848,737.003,786.72,44.978,0.0,132.533,82.815,1745.0,1745.0,86.646,127.133,145.483,18.35,573.62,573.62,81.679,29.345,99.112,69.768,2023-04-24,2610.26,Spring,2610.26,1.0,Very High
149,61,291.64,266.185,77.312,0.0,4.815,30.27,786.72,774.292,40.466,0.0,70.214,82.642,1745.0,1745.0,75.257,16.014,96.135,80.12,573.62,549.918,89.409,0.0,54.941,78.642,2023-05-01,2561.1,Spring,2610.26,0.98,Very High
150,61,266.185,270.97,121.481,0.0,5.633,0.848,774.292,765.648,42.678,0.0,73.837,82.481,1745.0,1737.495,95.481,0.0,92.663,100.169,549.918,531.227,106.335,0.0,68.301,86.993,2023-05-08,2539.69,Spring,2610.26,0.97,Very High
151,61,270.97,278.935,135.046,0.0,8.813,0.848,765.648,742.916,47.065,0.0,59.757,82.489,1737.495,1719.084,118.808,0.0,88.38,106.791,531.227,484.668,120.513,0.0,46.212,92.771,2023-05-15,2482.69,Spring,2610.26,0.95,Very High
152,61,278.935,283.505,122.731,0.0,5.418,0.848,742.916,712.393,49.492,0.0,51.983,82.507,1719.084,1679.397,118.469,0.0,85.616,125.303,484.668,439.172,125.529,0.0,41.487,86.983,2023-05-22,2402.07,Spring,2610.26,0.92,Very High
153,61,283.505,291.64,120.613,1.125,10.107,0.848,712.393,680.397,53.253,0.0,50.778,82.774,1679.397,1688.222,125.073,0.0,89.156,80.331,439.172,470.289,129.053,0.0,105.64,74.523,2023-05-29,2450.15,Spring,2610.26,0.94,Very High
154,61,291.64,291.64,110.304,0.288,5.582,5.295,680.397,634.769,61.185,0.0,36.92,82.548,1688.222,1688.373,117.368,0.0,83.203,83.051,470.289,468.605,117.438,0.0,83.116,84.799,2023-06-05,2448.62,Spring,2610.26,0.94,Very High
155,61,291.64,288.676,104.148,0.0,5.073,8.037,634.769,584.269,67.474,0.0,31.911,82.411,1688.373,1688.248,115.203,0.0,75.425,75.55,468.605,477.142,117.2,0.0,89.316,80.779,2023-06-12,2454.07,Spring,2610.26,0.94,Very High
156,61,288.676,275.972,107.577,0.0,3.885,16.589,584.269,534.88,74.442,0.0,32.893,82.283,1688.248,1687.157,110.778,0.0,76.08,77.171,477.142,453.322,108.566,0.0,65.869,89.689,2023-06-19,2416.45,Spring,2610.26,0.93,Very High
157,61,275.972,262.489,119.788,0.0,4.546,18.029,534.88,484.002,82.789,0.0,31.405,82.283,1687.157,1676.404,107.768,0.0,78.374,89.127,453.322,447.922,113.326,0.0,78.099,83.499,2023-06-26,2386.82,Spring,2610.26,0.91,Very High
158,61,262.489,265.481,132.315,0.0,3.839,0.848,484.002,432.403,93.371,0.0,30.701,82.3,1676.404,1648.646,111.549,0.0,75.178,102.936,447.922,491.271,119.758,0.0,111.029,67.68,2023-07-03,2405.4,Spring,2610.26,0.92,Very High
1,62,145.736,153.625,226.908,0.0,8.736,0.848,479.304,448.345,126.469,0.0,45.972,76.931,1069.452,1123.606,212.994,0.0,72.179,18.024,53.647,32.207,205.182,0.0,60.627,82.066,2020-06-29,1309.44,Unknown,2610.26,0.5,Medium
2,62,153.625,159.719,224.832,0.0,6.942,0.848,448.345,410.889,133.207,0.0,42.598,80.054,1123.606,1162.499,207.323,0.0,71.448,32.555,32.207,7.36,214.962,0.0,46.524,71.371,2020-07-06,1329.58,Unknown,2610.26,0.51,Medium
3,62,159.719,168.57,220.004,0.0,9.698,0.848,410.889,367.203,139.011,0.0,38.352,82.039,1162.499,1151.939,198.517,0.0,68.802,79.363,7.36,0.0,218.946,0.0,42.845,50.205,2020-07-13,1320.51,Unknown,2610.26,0.51,Medium
4,62,168.57,178.129,220.627,0.0,10.407,0.848,367.203,320.262,152.298,0.0,34.907,81.848,1151.939,1159.389,202.898,0.0,71.081,63.631,0.0,0.0,238.618,0.0,40.341,40.341,2020-07-20,1337.52,Unknown,2610.26,0.51,Medium
5,62,178.129,185.34,217.599,0.0,8.058,0.848,320.262,273.348,162.948,0.0,34.678,81.591,1159.389,1167.514,200.303,0.0,76.813,68.688,0.0,7.198,239.126,0.0,51.511,44.313,2020-07-27,1360.05,Unknown,2610.26,0.52,Medium
6,62,185.34,189.971,207.079,0.0,5.478,0.848,273.348,223.825,165.075,0.0,31.774,81.297,1167.514,1103.902,192.189,0.0,71.773,135.384,7.198,0.0,231.287,0.0,39.881,47.079,2020-08-03,1293.87,Unknown,2610.26,0.5,Medium
